gamePk,home_jersey,home_pants,home_cap,home_jersey_code,away_jersey,away_pants,away_cap,away_jersey_code
776762,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
776767,Giants City Connect 2.0 Jersey,Giants City Connect 2.0 Pants,Giants City Connect 2.0 Hat,137_jersey_5_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
776775,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
776778,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_1_2025,Marlins Road Grey Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_2_2025
776765,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
776761,Orioles Home White Jersey,Orioles Home White Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,Mariners All Navy Hat,136_jersey_2_2025
776759,Royals Alt Baby Blue Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_3_2025,Nationals Alt Blue Jersey,Nationals Road Grey Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025
776755,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
776758,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
776746,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Diamondbacks Alt Red Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_4_2025
776754,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
776766,Guardians Alt Red Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_3_2025,Marlins Road Grey Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_2_2025
776760,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_2_2025
776757,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
776753,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Alt Baby Blue ""B"" Hat",111_jersey_2_2025
776756,Mets Home Pinstripe Jersey,Mets Home Pinstripe Pants,Mets Primary Blue Hat,121_jersey_1_2025,Braves Alt Red Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_3_2025
776752,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
776751,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
776749,Giants Home Cream Jersey,Giants Home Cream Pants,Giants Primary All Black Hat,137_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
776745,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_1_2025,Marlins Road Grey Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_2_2025
776750,Orioles Home White Jersey,Orioles Home White Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_1_2025,Mariners Alt Teal Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_4_2025
776747,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
776743,Nationals Home White Jersey,Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
776742,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Black Top Red Bill ""D"" Hat",109_jersey_2_2025
776748,Mets Alt Black Jersey,Mets Alt White Pants,Mets Black Hat,121_jersey_3_2025,Braves Alt Red Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_3_2025
776744,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
776733,Astros Alt Orange Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_3_2025,Orioles Alt Black Jersey,Orioles Away Grey Pants,"Orioles Alt Black Front Orange Bill ""O's"" Hat",110_jersey_3_2025
776737,Cubs Alt Baby Blue Jersey,Cubs Alt White Pants,"Cubs Alt White Front Blue Bill ""Cubs"" Hat",112_jersey_4_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
776740,Reds City Connect Jersey,Reds City Connect Pants,Reds City Connect Hat,113_jersey_5_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
776736,Mets Alt Black Jersey,Mets Alt White Pants,Mets Black Hat,121_jersey_3_2025,Mariners Alt Teal Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_4_2025
776739,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
776735,Blue Jays City Connect Jersey,Blue Jays City Connect Pants,Blue Jays City Connect Hat,141_jersey_5_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
776738,Guardians City Connect Jersey,Guardians City Connect Pants,Guardians City Connect Hat,114_jersey_5_2025,Braves Alt Red Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_3_2025
776730,Rockies City Connect 2.0 Jersey,Rockies City Connect 2.0 Pants,Rockies City Connect 2.0 Hat,115_jersey_5_2025,Diamondbacks Alt Black Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025
776731,Cardinals City Connect Jersey,Cardinals City Connect Pants,Cardinals City Connect Hat,138_jersey_5_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
776732,Twins City Connect Jersey,Twins City Connect Pants,Twins City Connect Hat,142_jersey_5_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
776728,Royals City Connect Jersey,Royals City Connect Pants,Royals City Connect Hat,118_jersey_5_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
776734,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
776727,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
776729,Giants Alt Orange Jersey,Giants Home Cream Pants,"Giants Alt Black Top, Orange Bill Hat",137_jersey_3_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
776741,Red Sox City Connect 2.0 Jersey,Red Sox City Connect 2.0 Pants,Red Sox City Connect 2.0 Hat,111_jersey_5_2025,Marlins Alt Black Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_3_2025
776720,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_1_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
776719,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
776723,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
776726,Mets City Connect Jersey,Mets City Connect Pants,Mets City Connect Hat,121_jersey_5_2025,Mariners Alt Teal Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_4_2025
776724,Red Sox Alt Yellow Jersey,Red Sox Alt Baby Blue Trim Pants,"Red Sox Alt Baby Blue ""B"" Hat",111_jersey_4_2025,Marlins Alt Black Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_3_2025
776721,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
776722,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Orioles Alt Orange Jersey,Orioles Away Grey Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_4_2025
776725,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
776712,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
776713,Cardinals Alt Cream Jersey,Cardinals Alt Cream Pants,Cardinals Primary Red Hat,138_jersey_3_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
776715,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_2_2025
776711,Giants City Connect 2.0 Jersey,Giants City Connect 2.0 Pants,Giants City Connect 2.0 Hat,137_jersey_5_2025,Rays Alt Baby Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_3_2025
776717,Dodgers City Connect Jersey,Dodgers City Connect Pants,Dodgers City Connect Hat,119_jersey_5_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
776718,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Angels Away Grey Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_2_2025
776716,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
776708,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
776710,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
776706,Guardians Alt Red Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_3_2025,Braves Alt Navy Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_4_2025
776709,"Reds Alt Red ""Reds"" Script Jersey",Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_3_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
776705,Astros Alt Blue Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_4_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
776700,"Twins Alt Cream ""Twin Cities"" Jersey","Twins Alt Cream ""Twin Cities"" Pants","Twins Alt Navy/Cream ""Twin Cities"" Hat (""TC"")",142_jersey_3_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
776702,Royals Alt Baby Blue Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_3_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
776698,Cardinals Home White Jersey,Cardinals Home White Pants,"Cardinals Navy Top Red Bill ""Bird on Bat"" Hat",138_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
776701,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,Diamondbacks Alt Red Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_4_2025
776699,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
776703,Giants Home Cream Jersey,Giants Home Cream Pants,Giants Primary All Black Hat,137_jersey_1_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
776697,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
776707,Mets Home Pinstripe Jersey,Mets Home Pinstripe Pants,Mets Primary Blue Hat,121_jersey_1_2025,Mariners Alt Teal Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_4_2025
776704,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
776714,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Marlins Road Grey Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_2_2025
776696,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
777459,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
776692,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
776694,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_4_2025,Blue Jays Alt All Blue Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025
776688,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
776689,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
776695,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
776690,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
776693,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
776681,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Primary All Red ""C"" Hat",113_jersey_3_2025
776682,Diamondbacks Alt Black Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
776683,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
776684,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
776676,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
776691,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
776685,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_3_2025
776679,Pirates Home White Jersey,Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_1_2025,Blue Jays Away Grey Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_2_2025
776686,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
776678,Nationals Alt Blue Jersey,Nationals Home White Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
776667,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
776672,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
776687,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
776675,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
776674,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
776671,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
776668,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
776677,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
776680,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
776670,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
776669,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
776661,Pirates Home White Jersey,Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_1_2025,Blue Jays Away Grey Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_2_2025
776673,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Astros Alt Blue Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_4_2025
776658,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Red ""D"" Hat",109_jersey_1_2025,Guardians Alt Blue Jersey,Guardians Away Grey Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_4_2025
776659,Nationals Home White Jersey,Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
776662,Phillies Alt Cream Jersey,Phillies Alt Cream Pants,Phillies Alt Blue Top Hat,143_jersey_3_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
776664,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
776666,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
776665,Twins Alt Navy Jersey,Twins Home White Pants,"Twins Alt Navy ""M"" Hat",142_jersey_4_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, White ""A's""",133_jersey_2_2025
776656,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
776663,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
776652,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
776660,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
776644,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
776653,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
776657,Royals Alt Baby Blue Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_3_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
776651,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
776642,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
776655,Orioles Home White Jersey,Orioles Home White Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
776654,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
