gamePk,attendance,attendance_high_for_date,attendance_low_for_date,is_doubleheader_date
777171,25462.0,25462.0,25462.0,False
777183,15867.0,15867.0,15867.0,False
777169,41241.0,41241.0,41241.0,False
777165,25262.0,25262.0,17961.0,True
777181,17961.0,25262.0,17961.0,True
777166,34391.0,34391.0,34391.0,False
777168,28950.0,28950.0,28950.0,False
777167,21141.0,21141.0,21141.0,False
777156,10258.0,10258.0,10258.0,False
777159,27071.0,27071.0,27071.0,False
777158,39079.0,39079.0,39079.0,False
777170,31884.0,31884.0,31884.0,False
777155,35452.0,35452.0,35452.0,False
777154,40233.0,40233.0,40233.0,False
777164,12869.0,25084.0,12869.0,True
777146,25084.0,25084.0,12869.0,True
777153,46327.0,46327.0,46327.0,False
777161,41681.0,41681.0,41681.0,False
777151,28268.0,28268.0,28268.0,False
777160,31092.0,31092.0,31092.0,False
777148,40100.0,40100.0,40100.0,False
777147,29625.0,29625.0,29625.0,False
777143,40785.0,40785.0,40785.0,False
777150,35209.0,35209.0,35209.0,False
777139,43856.0,43856.0,43856.0,False
777149,35057.0,35057.0,35057.0,False
777152,7950.0,7950.0,7950.0,False
777157,22213.0,22213.0,22213.0,False
777140,33663.0,33663.0,33663.0,False
777142,46839.0,46839.0,46839.0,False
777145,36438.0,36438.0,36438.0,False
777134,26496.0,26496.0,26496.0,False
777133,31807.0,31807.0,31807.0,False
777127,41029.0,41029.0,41029.0,False
777141,34332.0,34332.0,34332.0,False
777136,24620.0,24620.0,24620.0,False
777144,36453.0,36453.0,36453.0,False
777138,21785.0,21785.0,21785.0,False
777135,35015.0,35015.0,35015.0,False
777137,39696.0,39696.0,39696.0,False
777126,43444.0,43444.0,43444.0,False
777131,43008.0,43008.0,43008.0,False
777132,8738.0,8738.0,8738.0,False
777113,24959.0,24959.0,24959.0,False
777130,36497.0,36497.0,36497.0,False
777129,17759.0,17759.0,17759.0,False
777122,45435.0,45435.0,45435.0,False
777128,24541.0,24541.0,24541.0,False
777121,34671.0,34671.0,34671.0,False
777124,22121.0,22121.0,22121.0,False
777117,43398.0,43398.0,43398.0,False
777123,32135.0,32135.0,32135.0,False
777120,24680.0,24680.0,24680.0,False
777118,26959.0,26959.0,26959.0,False
777119,41048.0,41048.0,41048.0,False
777116,8884.0,8884.0,8884.0,False
777115,26773.0,26773.0,26773.0,False
777125,37939.0,37939.0,37939.0,False
777101,41011.0,41011.0,41011.0,False
777107,28899.0,28899.0,28899.0,False
777111,42390.0,42390.0,42390.0,False
777112,22316.0,22316.0,22316.0,False
777106,44482.0,44482.0,44482.0,False
777108,41339.0,41339.0,41339.0,False
777105,34691.0,34691.0,34691.0,False
777100,31938.0,31938.0,31938.0,False
777114,41844.0,41844.0,41844.0,False
777110,10046.0,10046.0,10046.0,False
777098,36068.0,36068.0,36068.0,False
777102,37759.0,37759.0,37759.0,False
777099,41834.0,41834.0,41834.0,False
777103,49281.0,49281.0,49281.0,False
777109,14442.0,14442.0,14442.0,False
777088,37045.0,37045.0,37045.0,False
777092,42605.0,42605.0,42605.0,False
777093,14292.0,14292.0,14292.0,False
777089,43124.0,43124.0,43124.0,False
777090,38041.0,38041.0,38041.0,False
777091,31136.0,31136.0,31136.0,False
777095,10046.0,10046.0,10046.0,False
777104,32949.0,32949.0,32949.0,False
777096,40703.0,40703.0,40703.0,False
777081,42817.0,42817.0,42817.0,False
777097,42530.0,42530.0,42530.0,False
777080,42131.0,42131.0,42131.0,False
777085,53540.0,53540.0,53540.0,False
777086,31700.0,31700.0,31700.0,False
777094,42015.0,42015.0,42015.0,False
777083,40125.0,40125.0,40125.0,False
777084,25855.0,25855.0,25855.0,False
777076,9195.0,9195.0,9195.0,False
777077,21996.0,21996.0,21996.0,False
777078,40616.0,40616.0,40616.0,False
777074,19631.0,19631.0,19631.0,False
777087,42981.0,42981.0,42981.0,False
777075,40433.0,40433.0,40433.0,False
777082,18219.0,18219.0,18219.0,False
777072,27796.0,27796.0,27796.0,False
777067,33189.0,33189.0,33189.0,False
777071,31288.0,31288.0,31288.0,False
777070,40376.0,40376.0,40376.0,False
777073,33209.0,33209.0,33209.0,False
777079,41693.0,41693.0,41693.0,False
777063,42843.0,42843.0,42843.0,False
777069,34857.0,34857.0,34857.0,False
777068,21748.0,21748.0,21748.0,False
777060,19379.0,19379.0,19379.0,False
777062,11828.0,11828.0,11828.0,False
777064,15558.0,15558.0,15558.0,False
777066,41788.0,41788.0,41788.0,False
777051,51121.0,51121.0,51121.0,False
777059,10046.0,10046.0,10046.0,False
777065,38117.0,38117.0,38117.0,False
777057,26430.0,26430.0,26430.0,False
777053,27707.0,27707.0,27707.0,False
777055,20144.0,20144.0,20144.0,False
777050,30085.0,30085.0,30085.0,False
777061,41442.0,41442.0,41442.0,False
777052,11621.0,11621.0,11621.0,False
777042,29071.0,29071.0,29071.0,False
777045,43409.0,43409.0,43409.0,False
777044,17257.0,17257.0,17257.0,False
777056,22714.0,22714.0,22714.0,False
777054,43055.0,43055.0,43055.0,False
777048,10046.0,10046.0,10046.0,False
777058,36433.0,36433.0,36433.0,False
777047,40092.0,40092.0,40092.0,False
777043,23032.0,23032.0,23032.0,False
777049,30137.0,30137.0,30137.0,False
777040,25650.0,25650.0,25650.0,False
777035,32189.0,32189.0,32189.0,False
777039,45074.0,45074.0,45074.0,False
777046,42326.0,42326.0,42326.0,False
777034,41591.0,41591.0,41591.0,False
777032,22513.0,22513.0,22513.0,False
777037,15137.0,15137.0,15137.0,False
777026,21567.0,21567.0,21567.0,False
777041,33352.0,33352.0,33352.0,False
777029,17248.0,17248.0,17248.0,False
777031,38624.0,38624.0,38624.0,False
777038,42601.0,42601.0,42601.0,False
777030,10046.0,10046.0,10046.0,False
777024,41449.0,41449.0,41449.0,False
777022,40094.0,40094.0,40094.0,False
777036,30476.0,30476.0,30476.0,False
777027,42143.0,42143.0,42143.0,False
777033,27719.0,27719.0,27719.0,False
777028,27711.0,27711.0,27711.0,False
777021,30051.0,30051.0,30051.0,False
777019,26223.0,26223.0,26223.0,False
777023,30601.0,30601.0,30601.0,False
777025,32386.0,32386.0,32386.0,False
777018,28532.0,28532.0,28532.0,False
777005,29297.0,29297.0,29297.0,False
777014,21296.0,21296.0,21296.0,False
777020,25090.0,25090.0,25090.0,False
777015,47018.0,47018.0,47018.0,False
777012,36369.0,36369.0,36369.0,False
777013,30110.0,30110.0,30110.0,False
777017,38762.0,38762.0,38762.0,False
777008,41944.0,41944.0,41944.0,False
777007,37700.0,37700.0,37700.0,False
777011,27736.0,27736.0,27736.0,False
777006,37821.0,37821.0,37821.0,False
777004,41163.0,41163.0,41163.0,False
777009,34643.0,34643.0,34643.0,False
777016,37820.0,37820.0,37820.0,False
777000,39848.0,39848.0,39848.0,False
776991,36213.0,36213.0,36213.0,False
777010,21794.0,25278.0,21794.0,True
776990,25278.0,25278.0,21794.0,True
777003,40528.0,40528.0,40528.0,False
777002,27425.0,27425.0,27425.0,False
776999,20188.0,20188.0,20188.0,False
776997,26928.0,26928.0,26928.0,False
777001,46621.0,46621.0,46621.0,False
776994,38432.0,38432.0,38432.0,False
776996,38055.0,38055.0,38055.0,False
776998,36687.0,36687.0,36687.0,False
776992,25699.0,25699.0,25699.0,False
776985,39029.0,39029.0,39029.0,False
776995,40836.0,40836.0,40836.0,False
776993,38318.0,38318.0,38318.0,False
776975,16590.0,16590.0,16590.0,False
776986,16407.0,16407.0,16407.0,False
776983,35465.0,35465.0,35465.0,False
776984,20779.0,20779.0,20779.0,False
776988,45612.0,45612.0,45612.0,False
776982,20258.0,20258.0,20258.0,False
776987,36053.0,36053.0,36053.0,False
776976,36976.0,36976.0,36976.0,False
776989,38036.0,38036.0,38036.0,False
776978,40158.0,40158.0,40158.0,False
776980,26080.0,26080.0,26080.0,False
776981,35914.0,35914.0,35914.0,False
776977,27219.0,27219.0,27219.0,False
776974,40124.0,40124.0,40124.0,False
776979,20374.0,20374.0,20374.0,False
776973,23124.0,23124.0,23124.0,False
776966,20176.0,20176.0,20176.0,False
776961,24443.0,24443.0,24443.0,False
776972,15106.0,15106.0,15106.0,False
776970,37308.0,37308.0,37308.0,False
776968,19130.0,19130.0,19130.0,False
776967,33589.0,33589.0,33589.0,False
776960,20510.0,20510.0,20510.0,False
776965,41076.0,41076.0,41076.0,False
776958,24538.0,24538.0,24538.0,False
776959,43596.0,43596.0,43596.0,False
776964,35572.0,35572.0,35572.0,False
776957,9536.0,9536.0,9536.0,False
776969,28786.0,28786.0,28786.0,False
776971,23850.0,23850.0,23850.0,False
776963,36135.0,36135.0,36135.0,False
776949,35660.0,35660.0,35660.0,False
776953,27697.0,27697.0,27697.0,False
776951,19803.0,19803.0,19803.0,False
776962,14929.0,16194.0,14929.0,True
778372,16194.0,16194.0,14929.0,True
776955,22562.0,22562.0,22562.0,False
776945,26390.0,26390.0,26390.0,False
776944,8671.0,8671.0,8671.0,False
776952,20730.0,20730.0,20730.0,False
776956,40136.0,40136.0,40136.0,False
776946,20523.0,20523.0,20523.0,False
776950,35741.0,35741.0,35741.0,False
776947,45088.0,45088.0,45088.0,False
776943,38142.0,38142.0,38142.0,False
776954,27460.0,27460.0,27460.0,False
776936,17726.0,17726.0,17726.0,False
776948,17049.0,17049.0,17049.0,False
776940,29033.0,29033.0,29033.0,False
776935,29146.0,29146.0,29146.0,False
776937,31357.0,31357.0,31357.0,False
776939,12718.0,12718.0,12718.0,False
776929,42807.0,42807.0,42807.0,False
776938,45355.0,45355.0,45355.0,False
776931,42627.0,42627.0,42627.0,False
776942,21560.0,21560.0,21560.0,False
776941,32976.0,32976.0,32976.0,False
776934,20813.0,20813.0,20813.0,False
776932,27162.0,27162.0,27162.0,False
776930,9165.0,9165.0,9165.0,False
776933,38144.0,38144.0,38144.0,False
776927,44292.0,44292.0,44292.0,False
776923,28293.0,28293.0,28293.0,False
776928,27169.0,27169.0,27169.0,False
776921,29269.0,29269.0,29269.0,False
776924,32777.0,32777.0,32777.0,False
776915,40520.0,40520.0,40520.0,False
776913,43241.0,43241.0,43241.0,False
776917,25194.0,25194.0,25194.0,False
776922,36881.0,36881.0,36881.0,False
776926,42777.0,42777.0,42777.0,False
776920,41492.0,41492.0,41492.0,False
776925,32299.0,32299.0,32299.0,False
776918,10046.0,10046.0,10046.0,False
776919,36030.0,36030.0,36030.0,False
776906,44933.0,44933.0,44933.0,False
776914,8730.0,8730.0,8730.0,False
776908,40984.0,40984.0,40984.0,False
776916,29937.0,29937.0,29937.0,False
776912,44669.0,44669.0,44669.0,False
776911,43455.0,43455.0,43455.0,False
776901,10046.0,10046.0,10046.0,False
776902,40781.0,40781.0,40781.0,False
776900,41842.0,41842.0,41842.0,False
776903,28869.0,28869.0,28869.0,False
776898,39161.0,39161.0,39161.0,False
776904,33046.0,33046.0,33046.0,False
776897,37226.0,37226.0,37226.0,False
776910,34645.0,34645.0,34645.0,False
776899,8687.0,8687.0,8687.0,False
776896,44533.0,44533.0,44533.0,False
776905,35116.0,35116.0,35116.0,False
776909,36215.0,36215.0,36215.0,False
776891,34601.0,34601.0,34601.0,False
776907,91032.0,91032.0,91032.0,False
776893,41461.0,41461.0,41461.0,False
776895,36081.0,36081.0,36081.0,False
776889,10046.0,10046.0,10046.0,False
776892,29240.0,29240.0,29240.0,False
776887,42876.0,42876.0,42876.0,False
776888,39430.0,39430.0,39430.0,False
776890,41569.0,41569.0,41569.0,False
776883,29510.0,29510.0,29510.0,False
776884,44709.0,44709.0,44709.0,False
776894,20066.0,20066.0,20066.0,False
776885,30963.0,30963.0,30963.0,False
776881,8830.0,8830.0,8830.0,False
776886,32394.0,32394.0,32394.0,False
776882,30790.0,30790.0,30790.0,False
776879,13921.0,13921.0,13921.0,False
776874,24018.0,24018.0,24018.0,False
776877,41099.0,41099.0,41099.0,False
776880,37585.0,37585.0,37585.0,False
776875,10827.0,10827.0,10827.0,False
776872,22075.0,22075.0,22075.0,False
776878,37937.0,37937.0,37937.0,False
776871,33320.0,33320.0,33320.0,False
776867,25754.0,25754.0,25754.0,False
776873,20196.0,20196.0,20196.0,False
776870,46628.0,46628.0,46628.0,False
776876,37886.0,37886.0,37886.0,False
776864,37013.0,37013.0,37013.0,False
776869,30642.0,30642.0,30642.0,False
776866,18421.0,18421.0,18421.0,False
776861,26313.0,26313.0,26313.0,False
776862,12186.0,12186.0,12186.0,False
776868,43660.0,43660.0,43660.0,False
776863,39895.0,39895.0,39895.0,False
776852,20903.0,20903.0,20903.0,False
776860,39797.0,39797.0,39797.0,False
776854,25141.0,25141.0,25141.0,False
776848,27018.0,27018.0,27018.0,False
776857,30686.0,30686.0,30686.0,False
776858,50477.0,50477.0,50477.0,False
776855,35399.0,35399.0,35399.0,False
776865,21636.0,21636.0,21636.0,False
776844,14005.0,14005.0,14005.0,False
776843,22064.0,22064.0,22064.0,False
776851,42030.0,42030.0,42030.0,False
776846,40072.0,40072.0,40072.0,False
776859,29192.0,29192.0,29192.0,False
776847,37648.0,37648.0,37648.0,False
776836,21749.0,21749.0,21749.0,False
776850,14980.0,14980.0,14980.0,False
776839,44621.0,44621.0,44621.0,False
776845,35565.0,35565.0,35565.0,False
776849,10073.0,10073.0,10073.0,False
776841,32756.0,32756.0,32756.0,False
776853,30964.0,30964.0,30964.0,False
776856,37012.0,37012.0,37012.0,False
776838,22692.0,22692.0,22692.0,False
776842,32460.0,32460.0,32460.0,False
776840,20339.0,20339.0,20339.0,False
776837,14519.0,14519.0,14519.0,False
776830,37930.0,37930.0,37930.0,False
776833,21007.0,21007.0,21007.0,False
776827,28242.0,28242.0,28242.0,False
776829,22092.0,22092.0,22092.0,False
776831,20796.0,20796.0,20796.0,False
776835,46027.0,46027.0,46027.0,False
776832,35290.0,35290.0,35290.0,False
776834,32717.0,32717.0,32717.0,False
776828,43469.0,43469.0,43469.0,False
776826,33453.0,33453.0,33453.0,False
776825,29941.0,29941.0,29941.0,False
776820,44061.0,44061.0,44061.0,False
776824,39780.0,39780.0,39780.0,False
776823,53825.0,53825.0,53825.0,False
776822,38679.0,38679.0,38679.0,False
776821,27575.0,27575.0,27575.0,False
776811,30078.0,30078.0,30078.0,False
776815,45738.0,45738.0,45738.0,False
776813,37741.0,37741.0,37741.0,False
776802,38742.0,38742.0,38742.0,False
776819,35433.0,35664.0,35433.0,True
778431,35664.0,35664.0,35433.0,True
776814,17893.0,17893.0,17893.0,False
776816,22539.0,22539.0,22539.0,False
776817,40156.0,40156.0,40156.0,False
776805,45249.0,45249.0,45249.0,False
776810,38471.0,38471.0,38471.0,False
776818,40048.0,40048.0,40048.0,False
776809,38337.0,38337.0,38337.0,False
776807,42389.0,42389.0,42389.0,False
776808,44727.0,44727.0,44727.0,False
776812,30274.0,30274.0,30274.0,False
776799,42461.0,42461.0,42461.0,False
776804,23183.0,23183.0,23183.0,False
776801,21239.0,21239.0,21239.0,False
776803,31203.0,31203.0,31203.0,False
776797,43658.0,43658.0,43658.0,False
776806,30810.0,30810.0,30810.0,False
776796,26746.0,26746.0,26746.0,False
776793,40089.0,40089.0,40089.0,False
776800,32444.0,32444.0,32444.0,False
776794,24611.0,24611.0,24611.0,False
776789,43323.0,43323.0,43323.0,False
776791,37434.0,37434.0,37434.0,False
776795,30540.0,30540.0,30540.0,False
776788,41557.0,41557.0,41557.0,False
776798,19750.0,19750.0,19750.0,False
776783,20836.0,20836.0,20836.0,False
776790,36744.0,36744.0,36744.0,False
776784,17568.0,17568.0,17568.0,False
776781,16054.0,16054.0,16054.0,False
776786,30045.0,30045.0,30045.0,False
776792,43800.0,43800.0,43800.0,False
776779,44571.0,44571.0,44571.0,False
776780,31018.0,31018.0,31018.0,False
776787,7731.0,7731.0,7731.0,False
776782,39330.0,39330.0,39330.0,False
776785,25781.0,25781.0,25781.0,False
776772,39748.0,39748.0,39748.0,False
776774,37552.0,37552.0,37552.0,False
776768,43003.0,43003.0,43003.0,False
776776,19356.0,19356.0,19356.0,False
776777,29654.0,29654.0,29654.0,False
776773,19494.0,19494.0,19494.0,False
776770,19334.0,19334.0,19334.0,False
776764,18268.0,18268.0,18268.0,False
776771,32064.0,32064.0,32064.0,False
776769,34396.0,34396.0,34396.0,False
776763,44741.0,44741.0,44741.0,False
776762,8305.0,8305.0,8305.0,False
776767,35186.0,35186.0,35186.0,False
776775,20807.0,20807.0,20807.0,False
776778,21874.0,21874.0,21874.0,False
776765,25869.0,25869.0,25869.0,False
776761,17290.0,17290.0,17290.0,False
776759,13669.0,13669.0,13669.0,False
776755,40123.0,40123.0,40123.0,False
776758,20513.0,20513.0,20513.0,False
776746,26021.0,26021.0,26021.0,False
776754,13647.0,13647.0,13647.0,False
776766,19738.0,19738.0,19738.0,False
776760,44466.0,44466.0,44466.0,False
776757,43120.0,43120.0,43120.0,False
776753,31048.0,31048.0,31048.0,False
776756,38647.0,38647.0,38647.0,False
776752,44893.0,44893.0,44893.0,False
776751,8275.0,8275.0,8275.0,False
776749,35080.0,35080.0,35080.0,False
776745,22605.0,22605.0,22605.0,False
776750,14083.0,14083.0,14083.0,False
776747,43270.0,43270.0,43270.0,False
776743,21609.0,21609.0,21609.0,False
776742,23045.0,23045.0,23045.0,False
776748,41782.0,41782.0,41782.0,False
776744,24123.0,24123.0,24123.0,False
776733,33654.0,33654.0,33654.0,False
776737,40044.0,40044.0,40044.0,False
776740,25470.0,25470.0,25470.0,False
776736,41200.0,41200.0,41200.0,False
776739,35143.0,35143.0,35143.0,False
776735,42260.0,42260.0,42260.0,False
776738,33571.0,33571.0,33571.0,False
776730,26081.0,26081.0,26081.0,False
776731,31169.0,31169.0,31169.0,False
776732,27282.0,27282.0,27282.0,False
776728,20829.0,20829.0,20829.0,False
776734,8484.0,8484.0,8484.0,False
776727,53119.0,53119.0,53119.0,False
776729,34172.0,34172.0,34172.0,False
776741,36854.0,36854.0,36854.0,False
776720,34059.0,34059.0,34059.0,False
776719,40062.0,40062.0,40062.0,False
776723,42686.0,42686.0,42686.0,False
776726,42978.0,42978.0,42978.0,False
776724,36192.0,36192.0,36192.0,False
776721,39022.0,39022.0,39022.0,False
776722,37641.0,37641.0,37641.0,False
776725,36042.0,36042.0,36042.0,False
776712,28355.0,28355.0,28355.0,False
776713,33800.0,33800.0,33800.0,False
776715,27929.0,27929.0,27929.0,False
776711,35070.0,35070.0,35070.0,False
776717,53606.0,53606.0,53606.0,False
776718,10035.0,10035.0,10035.0,False
776716,19537.0,19537.0,19537.0,False
776708,26243.0,26243.0,26243.0,False
776710,42549.0,42549.0,42549.0,False
776706,28899.0,28899.0,28899.0,False
776709,26426.0,26426.0,26426.0,False
776705,36411.0,36411.0,36411.0,False
776700,22230.0,22230.0,22230.0,False
776702,15114.0,15114.0,15114.0,False
776698,25365.0,25365.0,25365.0,False
776701,22895.0,22895.0,22895.0,False
776699,8876.0,8876.0,8876.0,False
776703,38876.0,38876.0,38876.0,False
776697,48189.0,48189.0,48189.0,False
776707,2518.0,2518.0,2518.0,False
776704,38012.0,38012.0,38012.0,False
776714,35931.0,35931.0,35931.0,False
776696,27868.0,27868.0,27868.0,False
777459,38971.0,38971.0,38971.0,True
776692,27008.0,27008.0,27008.0,False
776694,17477.0,17477.0,17477.0,False
776688,8555.0,8555.0,8555.0,False
776689,44471.0,44471.0,44471.0,False
776695,36961.0,36961.0,36961.0,False
776690,12747.0,12747.0,12747.0,False
776693,27259.0,27259.0,27259.0,False
776681,25421.0,25421.0,25421.0,False
776682,16815.0,16815.0,16815.0,False
776683,42730.0,42730.0,42730.0,False
776684,37435.0,37435.0,37435.0,False
776676,34540.0,34540.0,33103.0,True
776691,33103.0,34540.0,33103.0,True
776685,30770.0,30770.0,30770.0,False
776679,14282.0,14282.0,14282.0,False
776686,7612.0,7612.0,7612.0,False
776678,23989.0,23989.0,23989.0,False
776667,40624.0,40624.0,40624.0,False
776672,19723.0,19723.0,19723.0,False
776687,29134.0,29134.0,29134.0,False
776675,14176.0,14176.0,14176.0,False
776674,22725.0,22725.0,22725.0,False
776671,25480.0,25480.0,25480.0,False
776668,22276.0,22276.0,22276.0,False
776677,10046.0,10046.0,10046.0,False
776680,43757.0,43757.0,43757.0,False
776670,9304.0,9304.0,9304.0,False
776669,30054.0,30054.0,30054.0,False
776661,14019.0,14019.0,14019.0,False
776673,29216.0,29216.0,29216.0,False
776658,16848.0,16848.0,16848.0,False
776659,19565.0,19565.0,19565.0,False
776662,38331.0,38331.0,38331.0,False
776664,10046.0,10046.0,10046.0,False
776666,14312.0,14312.0,14312.0,False
776665,18448.0,18448.0,18448.0,False
776656,42589.0,42589.0,42589.0,False
776663,36327.0,36327.0,36327.0,False
776652,27083.0,27083.0,27083.0,False
776660,35240.0,35240.0,35240.0,False
776644,28305.0,28305.0,28305.0,False
776653,21837.0,21837.0,21837.0,False
776657,13527.0,13527.0,13527.0,False
776651,37850.0,37850.0,37850.0,False
776642,39156.0,39156.0,39156.0,False
776655,18061.0,18061.0,18061.0,False
776654,47036.0,47036.0,47036.0,False
776631,9182.0,9182.0,9182.0,False
776650,20127.0,20127.0,20127.0,False
776649,33467.0,33467.0,33467.0,False
776633,10046.0,10046.0,10046.0,False
776637,22886.0,22886.0,22886.0,False
776648,44757.0,44757.0,44757.0,False
776643,24224.0,24224.0,24224.0,False
776647,46064.0,46064.0,46064.0,False
776646,14923.0,14923.0,14923.0,False
776640,39872.0,39872.0,39872.0,False
776641,26729.0,26729.0,26729.0,False
776639,22372.0,22372.0,22372.0,False
776634,41716.0,41716.0,41716.0,False
776635,29252.0,29252.0,29252.0,False
776636,44864.0,44864.0,44864.0,False
776638,36958.0,36958.0,36958.0,False
776645,40076.0,40076.0,40076.0,False
776632,22588.0,22588.0,22588.0,False
776623,37006.0,37006.0,37006.0,False
776627,45512.0,45512.0,45512.0,False
776630,24943.0,24943.0,24943.0,False
776628,44771.0,44771.0,44771.0,False
776629,30159.0,30159.0,30159.0,False
776625,37709.0,37709.0,37709.0,False
776619,16998.0,16998.0,16998.0,False
776621,41034.0,41034.0,41034.0,False
776626,39738.0,39738.0,39738.0,False
776622,36567.0,36567.0,36567.0,False
776617,46326.0,46326.0,46326.0,False
776618,44355.0,44355.0,44355.0,False
776620,36524.0,36524.0,36524.0,False
776610,20300.0,20300.0,20300.0,False
776606,8809.0,8809.0,8809.0,False
776612,19746.0,19746.0,19746.0,False
776613,42580.0,42580.0,42580.0,False
776624,34393.0,34393.0,34393.0,False
776615,31538.0,31538.0,31538.0,False
776614,20620.0,20620.0,20620.0,False
776608,42053.0,42053.0,42053.0,False
776611,34577.0,34577.0,34577.0,False
776605,41206.0,41206.0,41206.0,False
776609,25496.0,25496.0,25496.0,False
776603,43827.0,43827.0,43827.0,False
776602,37550.0,37550.0,37550.0,False
776616,44640.0,44640.0,44640.0,False
776607,18723.0,18723.0,18723.0,False
776599,10444.0,10444.0,10444.0,False
776601,16325.0,16325.0,16325.0,False
776604,15740.0,15740.0,15740.0,False
776600,8111.0,8111.0,8111.0,False
776597,36939.0,36939.0,36939.0,False
776596,41845.0,41845.0,41845.0,False
776598,41983.0,41983.0,41983.0,False
776593,28486.0,28486.0,28486.0,False
776592,22949.0,22949.0,22949.0,False
776595,27785.0,27785.0,27785.0,False
776594,49702.0,49702.0,49702.0,False
776589,17675.0,17675.0,17675.0,False
776590,8105.0,8105.0,8105.0,False
776582,42235.0,42235.0,42235.0,False
776586,32850.0,32850.0,32850.0,False
776584,19729.0,19729.0,19729.0,False
776591,14776.0,14776.0,14776.0,False
776581,8576.0,8576.0,8576.0,False
776588,35531.0,35531.0,35531.0,False
776585,41914.0,41914.0,41914.0,False
776575,28485.0,28485.0,28485.0,False
776573,9043.0,9043.0,9043.0,False
776578,18602.0,18602.0,18602.0,False
776574,44943.0,44943.0,44943.0,False
776587,35433.0,35433.0,35433.0,False
776577,35910.0,35910.0,35910.0,False
776576,35060.0,35060.0,35060.0,False
776583,10907.0,10907.0,10907.0,False
776569,10598.0,10598.0,10598.0,False
776570,35501.0,35501.0,35501.0,False
776565,12453.0,12453.0,12453.0,False
776561,37600.0,37600.0,37600.0,False
776579,16790.0,16790.0,16790.0,False
776566,41893.0,41893.0,41893.0,False
776580,23316.0,23316.0,23316.0,False
776572,26176.0,26176.0,26176.0,False
776568,19836.0,19836.0,19836.0,False
776563,22353.0,22353.0,22353.0,False
776571,28338.0,28338.0,28338.0,False
776559,8551.0,8551.0,8551.0,False
776562,49199.0,49199.0,49199.0,False
776557,30457.0,30457.0,30457.0,False
776567,42361.0,42361.0,42361.0,False
776564,15374.0,15374.0,15374.0,False
776555,29523.0,29523.0,29523.0,False
776553,35822.0,35822.0,35822.0,False
776554,18894.0,18894.0,18894.0,False
776560,41293.0,41293.0,41293.0,False
776556,18187.0,18187.0,18187.0,False
776558,37975.0,37975.0,37975.0,False
776550,32187.0,32187.0,32187.0,False
776549,36344.0,36344.0,36344.0,False
776544,28069.0,28069.0,28069.0,False
776551,21587.0,21587.0,21587.0,False
776545,27358.0,27358.0,27358.0,False
776552,40322.0,40322.0,40322.0,False
776546,41390.0,41390.0,41390.0,False
776547,32012.0,32012.0,32012.0,False
776542,33747.0,33747.0,33747.0,False
776540,34494.0,34494.0,34494.0,False
776543,33841.0,33841.0,33841.0,False
776541,24336.0,24336.0,24336.0,False
776533,40043.0,40043.0,40043.0,False
776538,8413.0,8413.0,8413.0,False
776534,45701.0,45701.0,45701.0,False
776548,42112.0,42112.0,42112.0,False
776530,23971.0,23971.0,23971.0,False
776527,41424.0,41424.0,41424.0,False
776525,26148.0,26148.0,26148.0,False
776535,42726.0,42726.0,42726.0,False
776532,43462.0,43462.0,43462.0,False
776536,32076.0,32076.0,32076.0,False
776531,38559.0,38559.0,38559.0,False
776539,36391.0,36391.0,36391.0,False
776537,33203.0,33203.0,33203.0,False
776516,37711.0,37711.0,37711.0,False
776526,47394.0,47394.0,47394.0,False
776523,47632.0,47632.0,47632.0,False
776524,8941.0,8941.0,8941.0,False
776528,26237.0,26237.0,26237.0,False
776529,26624.0,26624.0,26624.0,False
776510,36811.0,36811.0,36811.0,False
776518,27238.0,27238.0,27238.0,False
776515,41488.0,41488.0,41488.0,False
776517,36583.0,36583.0,36583.0,False
776520,19436.0,19436.0,19436.0,False
776519,43302.0,43302.0,43302.0,False
776513,26956.0,26956.0,26956.0,False
776512,23689.0,23689.0,23689.0,False
776511,40264.0,40264.0,40264.0,False
776507,39220.0,39220.0,39220.0,False
776508,8716.0,8716.0,8716.0,False
776509,51803.0,51803.0,51803.0,False
776522,43770.0,43770.0,43770.0,False
776514,27810.0,27810.0,27810.0,False
776521,34136.0,34136.0,34136.0,False
776498,13835.0,13835.0,13835.0,False
776501,38912.0,38912.0,38912.0,False
776503,21773.0,21773.0,21773.0,False
776505,36021.0,36021.0,36021.0,False
776499,33247.0,33247.0,33247.0,False
776502,15892.0,15892.0,15892.0,False
776497,22670.0,22670.0,22670.0,False
776506,39673.0,39673.0,39673.0,False
776492,28805.0,28805.0,28805.0,False
776500,42153.0,42153.0,42153.0,False
776494,45586.0,45586.0,45586.0,False
776504,10046.0,10046.0,10046.0,False
776495,26489.0,26489.0,26489.0,False
776487,32618.0,32618.0,32618.0,False
776490,24733.0,24733.0,24733.0,False
776491,20769.0,20769.0,20769.0,False
776493,34902.0,34902.0,34902.0,False
776482,12372.0,12372.0,12372.0,False
776485,7883.0,7883.0,7883.0,False
776481,22046.0,22046.0,22046.0,False
776496,14330.0,14330.0,14330.0,False
776484,11721.0,11721.0,11721.0,False
776483,17002.0,17002.0,17002.0,False
776489,33133.0,33133.0,33133.0,False
776486,18934.0,18934.0,18934.0,False
776480,42536.0,42536.0,42536.0,False
776488,13685.0,13685.0,13685.0,False
776476,8589.0,8589.0,8589.0,False
776477,11190.0,11190.0,11190.0,False
776478,21775.0,21775.0,21775.0,False
